"","avg_type","id","pos","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","pos_rank","tier","overall_ecr","pos_ecr","sd_ecr","adp","adp_sd","adp_diff","aav","aav_sd","uncertainty","first_name","last_name","team","position","age","exp","scoring_type"
"912","robust","14832","WR",277.270833333333,24.6111600000001,12.5345833333333,253.346666666667,312.4575,82.4958333333333,83.9716666666666,93.6575,27,23,25,7,4,8.75,5.51,1.02,13.4233333333333,7.62061385687239,13.5766666666667,53.928,9.98185113092757,0.18,"CeeDee","Lamb","DAL","WR",27,0,"PPR"
"913","robust","15754","WR",264.73625,33.30475575,5.68124999999998,219.335625,290.029375,69.96125,49.960625,71.229375,29,41,33,8,4,21.75,12.48,2.91,45.594,25.4034640157597,-16.594,30.8406666666667,6.17477456178677,0.42,"Chris","Olave","NOS","WR",26,-2,"PPR"
"914","robust","14104","WR",259.055,20.519184,0.386250000000018,226.22,292.892,64.28,56.845,74.092,31,39,31,9,4,15.29,9.2,2.55,23.25,9.49536553623222,7.75,40.939,9.37919628752912,0.14,"A.J.","Brown","NEP","WR",29,1,"PPR"
"915","robust","16194","WR",258.66875,28.31766,4.28524999999999,233.7075,293.635,63.89375,64.3325,74.8349999999999,32,33,30,10,5,19.98,11.49,3.54,33.068,13.8865955511061,-1.068,29.1266666666667,3.22946159943453,0.33,"Rashee","Rice","KCC","WR",26,-3,"PPR"
"916","robust","15762","WR",254.3835,31.786944,0.333499999999987,227.316666666667,289.91,59.6085,57.9416666666667,71.11,34,38,34,11,5,19.01,11.2,2.12,43.1016666666667,24.3290090335705,-9.10166666666667,23.9835,10.0813896239556,0.37,"George","Pickens","DAL","WR",25,-2,"PPR"
"917","robust","15290","WR",254.05,22.90617,10.29,228.6,280.605,59.275,59.225,61.805,35,37,37,12,5,16.65,10,1.89,27.7233333333333,6.65330160313075,7.27666666666666,33.129,10.842724888145,0.17,"Nico","Collins","HOU","WR",27,-1,"PPR"
"918","robust","15753","WR",243.76,6.81996000000001,0.233333333333377,218.675,254.35,48.985,49.3,35.55,39,43,51,13,5,30.58,16.16,3.13,42.1483333333333,16.1300076634273,-3.14833333333333,31.4365,11.0424253110447,0.02,"Garrett","Wilson","NYJ","WR",26,-2,"PPR"
"919","robust","16190","WR",243.526666666667,24.4629,3.37666666666664,219.075,264.225,48.7516666666666,49.7,45.425,40,42,44,14,5,30.2,15.94,4.03,51.8583333333333,17.0344204643291,-11.8583333333333,17.5815,7.01848749731735,0.27,"Zay","Flowers","BAL","WR",26,-3,"PPR"
"920","robust","15282","WR",240.15,13.41753,3.34999999999999,217.85,259.575,45.375,48.475,40.775,43,44,47,15,5,24.71,13.51,3.04,47.7516666666667,9.44937108430444,-4.75166666666667,28.485,14.4263396258372,0.06,"DeVonta","Smith","PHI","WR",28,-1,"PPR"
"921","robust","16615","WR",236.8,9.04386000000001,3.69999999999999,220.05,262.55,42.025,50.675,43.75,45,40,46,16,6,33.07,16.99,5.44,33.98,13.3820937574556,11.02,20.693,5.14268674916138,0.04,"Malik","Nabers","NYG","WR",23,-4,"PPR"
"922","robust","17081","WR",233.1,19.71858,3.90000000000001,212.075,271.495,38.325,42.7,52.695,46,46,40,17,6,38.09,19.17,4.04,53.122,27.55887907735,-7.122,21.9446666666667,4.12705749360916,0.17,"Emeka","Egbuka","TBB","WR",24,-5,"PPR"
"923","robust","14835","WR",229.2,27.27984,3.00000000000003,204.6,252.35,34.425,35.225,33.55,50,55,53,18,6,34.95,17.84,3.26,49.1366666666667,13.7493341252909,0.863333333333337,18.2115,9.73956655863083,0.31,"Tee","Higgins","CIN","WR",27,0,"PPR"
"924","robust","16627","WR",226.2,11.63841,0.899999999999977,207.3,257.05,31.425,37.925,38.25,55,54,48,19,6,36.04,18.3,3.24,61.8933333333333,31.433694059436,-6.89333333333334,13.511,7.08843586413815,0.04,"Ladd","McConkey","LAC","WR",25,-4,"PPR"
"925","robust","15756","WR",225.3,16.90164,2.27499999999998,209.05,252.228,30.525,39.675,33.428,56,51,54,20,6,55.24,27.52,3.78,66.81,26.5978313652323,-10.81,13.0475,10.0286523895287,0.1,"Jameson","Williams","DET","WR",25,-2,"PPR"
"926","robust","11675","WR",223.025,13.86231,0.458696715583528,211.075,241.95,28.25,41.7,23.15,57,48,63,21,6,49.02,24.72,3.36,54.13,21.8835310983701,2.87,25.7705,10.9255659235575,0.07,"Davante","Adams","LAR","WR",34,6,"PPR"
"927","robust","13635","WR",222.566303284417,15.71556,0.191303284416506,193.1,263.858151642208,27.7913032844165,23.725,45.0581516422082,58,65,45,22,6,54.44,26.91,5.93,58.585,21.3597758649289,-0.585000000000001,21.0075,10.6310709126597,0.14,"D.J.","Moore","BUF","WR",29,2,"PPR"
"928","robust","17071","WR",222.375,21.0714525,1.97500000000002,207.59375,254.36875,27.6,38.21875,35.56875,59,53,50,23,6,33.38,17.23,3.44,50.844,12.4330166894443,8.156,18.8253333333333,0.997812719012049,0.18,"Tetairoa","McMillan","CAR","WR",23,-5,"PPR"
"929","robust","14109","WR",220.4,19.12554,4.25,197.475,242.475,25.625,28.1,23.675,61,60,61,24,7,43.36,21.65,2.93,57.075,17.7206468561393,3.925,16.7925,9.54196880889893,0.12,"Terry","McLaurin","WAS","WR",31,1,"PPR"
"930","robust","17070","WR",216.15,40.25259,4.89999999999998,174.45,265.405,21.375,5.07500000000002,46.605,65,87,43,25,7,45.61,22.88,3.02,60.6675,12.1572475811756,4.3325,12.8433333333333,3.70788648993227,0.54,"Luther","Burden","CHI","WR",23,-5,"PPR"
"931","robust","13630","WR",211.25,18.16185,0.350000000000023,191.15,233.125,16.475,21.775,14.325,71,70,77,26,7,81.76,37.3,5.34,86.2733333333333,24.9486831093124,-15.2733333333333,8.664,8.30049685259864,0.19,"Courtland","Sutton","DEN","WR",31,2,"PPR"
"932","robust","15768","WR",210.9,15.64143,2.99999999999997,192.075,224.625,16.125,22.7,5.82499999999996,72,68,90,27,7,82.61,37.38,5.82,72.2575,20.03351239174,-0.257499999999993,13.1093333333333,12.4032582099311,0.14,"Alec","Pierce","IND","WR",26,-2,"PPR"
"933","robust","16616","WR",210.9,11.78667,0,192.4,234.55,16.125,23.025,15.75,72,67,76,27,7,59.6,29.02,3.82,72.6583333333333,19.4280307945905,-0.658333333333331,7.9395,3.8742948713282,0.05,"Rome","Odunze","CHI","WR",24,-4,"PPR"
"934","robust","15284","WR",207.9,8.00604000000001,0.550000000000011,191.7,222,13.125,22.325,3.19999999999999,77,69,97,28,7,37.42,18.93,3.71,64.6866666666667,16.1563224638392,12.3133333333333,23.0625,11.8904339176499,0.03,"Jaylen","Waddle","DEN","WR",28,-1,"PPR"
"935","robust","11671","WR",207.35,18.38424,5.34,186.225,222.575,12.575,16.85,3.77500000000001,78,75,95,29,7,51.64,25.7,4.25,57.7583333333333,23.5275855232864,20.2416666666667,21.1035,12.602473437782,0.15,"Mike","Evans","SFO","WR",33,6,"PPR"
"936","robust","15757","WR",202.01,40.193286,1.06,158.925,249.58,7.23499999999999,-10.45,30.78,86,135,58,30,7,88.52,39.35,5.28,106.4075,21.0901675846827,-20.4075,7.78266666666667,5.48399497527933,0.57,"Wan'Dale","Robinson","TEN","WR",25,-2,"PPR"
"937","robust","16192","WR",200.95,28.09527,3.03749999999997,164.375,231.87,6.17499999999998,-5,13.07,87,120,80,31,8,78.27,35.73,6.59,90.5,15.3398109505952,-3.5,12.5766666666667,10.0138448604364,0.43,"Parker","Washington","JAC","WR",24,-3,"PPR"
"938","robust","14102","WR",197.9125,4.98524249999997,0.162500000000023,179.025,216.18125,3.13750000000002,9.65000000000003,-2.61875000000003,95,84,109,32,8,77.31,35.44,4.39,72.965,21.9793605836627,22.035,14.788,11.2781874430247,0.02,"DK","Metcalf","PIT","WR",29,1,"PPR"
"939","robust","15789","WR",197.75,17.0499,1.75,182.975,235.96,2.97499999999999,13.6,17.16,96,78,73,33,8,57.59,28.21,4.61,74.265,10.8744528597994,21.735,14.328,10.3316585309427,0.13,"Christian","Watson","GBP","WR",27,-2,"PPR"
"940","robust","16622","WR",196,0,0.700000000000017,196,196,1.22499999999999,26.625,-22.8,98,62,171,34,8,NA,NA,NA,121.1025,16.4946239347855,-23.1025,1.85,1.75,0.01,"Ricky","Pearsall","SFO","WR",26,-4,"PPR"
"941","robust","13163","WR",195.3,30.875145,0.524999999999977,164.4625,230.7125,0.524999999999977,-4.91249999999997,11.9125,100,118,82,35,8,79.56,36.49,4.87,100.758333333333,16.6168192069227,-0.758333333333326,8.5965,8.32217740438162,0.44,"Chris","Godwin","TBB","WR",30,3,"PPR"
"942","robust","16206","WR",194.775,27.4095675,1.27500000000001,172.55625,236.68125,0,3.18125000000001,17.88125,103,92,69,36,8,89.15,40.06,4.74,98.2525,18.7811945506669,4.7475,9.79666666666667,6.82218114356073,0.36,"Michael","Wilson","ARI","WR",26,-3,"PPR"
"943","robust","16614","WR",193.5,13.49166,0.539999999999992,170.8,216.75,-1.27500000000001,1.42499999999998,-2.05000000000001,112,99,108,37,8,70.66,33.15,5.21,62.605,24.0408414647519,49.395,16.1465,14.2323935706542,0.09,"Marvin","Harrison Jr.","ARI","WR",24,-4,"PPR"
"944","robust","16618","WR",192.96,17.7912,6.86000000000004,169.375,218.8,-1.815,0,0,113,103,103,38,8,76.94,35.55,5.08,75.5316666666667,31.8064036616668,37.4683333333333,5.6405,3.64532862030298,0.16,"Brian","Thomas Jr.","JAC","WR",24,-4,"PPR"
